Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
AI Engineer,149245,11,Master's,0.21,1.3,0.16,Low,0.18,0.66,0.6,0.17,0.87,0.85,0.84,0.4,0.82,0.84
Security Guard,112802,7,Bachelor's,0.96,0.88,0.75,High,0.29,0.49,0.81,0.72,0.79,0.38,0.25,0.02,0.63,0.8
Teacher,76611,8,High School,0.48,1.43,0.1,Low,0.51,0.21,0.19,0.95,0.82,0.01,0.27,0.21,0.15,0.7
Teacher,48609,0,PhD,0.45,0.69,0.12,Low,0.36,0.79,0.99,0.18,0.34,0.28,0.04,0.22,0.9,0.84
Financial Analyst,138629,15,PhD,0.37,0.81,0.36,Medium,0.62,0.56,0.43,0.86,0.62,0.26,0.37,0.15,0.59,0.59
Financial Analyst,53481,4,Bachelor's,0.2,0.7,0.35,Medium,0.61,0.69,0.7,0.53,0.95,0.88,0.96,0.39,0.88,0.76
UX Researcher,60412,17,Master's,0.11,1.18,0.35,Medium,0.29,0.5,0.68,0.93,0.59,0.67,0.31,0.69,0.44,0.86
Teacher,137271,4,PhD,0.47,0.93,0.25,Low,0.95,0.33,0.48,0.71,0.9,0.49,0.11,0.37,0.55,0.42
Nurse,37612,16,High School,0.04,1.19,0.3,Low,0.92,0.68,0.84,0.26,0.62,0.06,0.71,0.97,0.86,0.53
UX Researcher,87623,12,High School,0.94,0.72,0.62,Medium,0.27,0.88,0.1,0.18,0.72,0.17,0.16,0.56,0.83,0.27
HR Specialist,84503,2,Bachelor's,0.81,1.08,0.56,Medium,0.04,0.37,0.26,0.15,0.39,0.35,0.73,0.6,0.91,0.15
Doctor,140427,23,PhD,0.53,0.5,0.25,Low,0.51,0.49,0.36,0.37,0.43,0.02,0.08,0.51,0.15,0.78
Teacher,73281,15,High School,0.1,0.74,0.14,Low,0.04,0.14,0.32,0.31,0.8,0.84,0.19,0.12,0.63,0.8
HR Specialist,66492,3,High School,0.01,0.91,0.59,Medium,0.83,0.06,0.68,0.29,0.07,0.49,0.16,0.74,0.74,0.84
Data Scientist,52368,8,PhD,0.01,0.76,0.49,Medium,0.69,0.38,0.54,0.52,0.16,0.62,0.44,0.81,0.69,0.11
Security Guard,113302,14,Master's,0.7,0.59,0.9,High,0.22,0.5,0.94,0.57,0.42,0.01,0.13,0.58,0.49,0.36
Chef,80901,17,Master's,0.77,0.62,0.58,Medium,0.91,0.18,0.84,0.12,0.57,0.34,0.47,0.3,0.26,0.74
UX Researcher,68197,23,High School,0.87,0.89,0.62,Medium,0.26,0.66,0.1,0.02,0.1,0.32,0.03,0.63,0.32,0.74
Teacher,101721,9,Master's,0.22,0.91,0.15,Low,0.13,0.99,0.28,0.72,0.22,0.88,0.39,0.9,0.34,0.01
Mechanic,125101,12,Bachelor's,0.52,0.62,0.39,Medium,0.78,0.04,0.49,0.53,0.69,0.04,0.59,0.0,0.27,0.5
Security Guard,143605,3,Master's,0.13,0.67,0.87,High,0.37,0.62,1.0,0.99,0.35,0.5,0.9,0.09,0.45,0.38
Financial Analyst,124183,10,PhD,0.99,1.23,0.46,Medium,0.83,0.49,0.87,0.27,0.22,0.25,0.54,0.29,0.15,0.99
Teacher,81907,12,Master's,0.64,1.39,0.28,Low,0.68,0.52,0.88,0.57,0.13,0.37,0.45,0.94,0.66,0.88
Software Engineer,130231,29,High School,0.31,1.22,0.38,Medium,0.41,0.81,0.61,0.83,0.25,0.75,0.2,0.55,0.43,0.56
Truck Driver,50893,6,PhD,0.36,1.17,0.84,High,0.55,0.51,0.94,0.93,0.36,0.35,0.55,0.1,0.3,0.23
Research Scientist,34273,13,PhD,0.64,0.88,0.09,Low,0.89,0.87,0.86,0.39,0.06,0.11,0.28,0.22,0.87,0.99
Research Scientist,129941,0,PhD,0.73,1.09,0.24,Low,0.95,0.6,0.15,0.16,0.58,0.33,0.91,0.61,0.68,0.01
Truck Driver,65310,0,High School,0.43,1.21,0.8,High,0.98,0.67,0.66,0.92,1.0,0.2,0.81,0.16,0.46,0.1
UX Researcher,111301,15,High School,0.47,1.13,0.57,Medium,0.62,0.29,0.84,0.55,0.49,0.99,0.28,0.53,0.68,0.13
Graphic Designer,125325,25,PhD,0.8,0.74,0.5,Medium,0.63,0.67,0.73,0.87,0.39,0.71,0.73,0.3,0.97,0.87
Customer Support,53070,20,Master's,0.68,1.22,0.81,High,0.86,0.69,0.66,0.22,0.41,0.43,0.73,0.62,0.09,0.31
Teacher,137582,2,High School,0.74,1.24,0.17,Low,0.12,0.29,0.25,0.78,0.18,0.46,0.67,0.96,1.0,0.95
Software Engineer,77851,13,Master's,0.75,1.26,0.65,Medium,0.95,0.45,0.42,0.46,0.66,0.78,0.87,0.46,0.36,0.98
HR Specialist,94690,17,PhD,0.22,1.22,0.37,Medium,0.4,0.29,0.17,0.58,0.37,0.46,0.2,0.77,0.31,0.34
Marketing Manager,106145,25,High School,0.43,0.96,0.51,Medium,0.97,0.9,0.61,0.04,0.61,0.09,0.71,0.39,0.84,0.94
Teacher,144256,4,PhD,0.46,1.09,0.1,Low,0.93,0.43,0.17,0.76,0.22,0.14,0.56,0.67,0.57,0.66
Nurse,94322,12,Bachelor's,0.48,0.86,0.29,Low,0.05,0.3,0.94,0.98,0.82,0.08,0.56,0.4,0.81,0.06
Retail Worker,97504,3,Bachelor's,0.49,0.66,0.87,High,0.82,0.7,0.44,0.88,0.14,0.26,0.49,0.06,0.1,0.4
Graphic Designer,64897,11,Master's,0.91,0.97,0.36,Medium,0.18,0.38,0.21,0.08,0.67,0.58,0.29,0.78,0.78,0.49
Lawyer,53425,18,Master's,0.92,1.17,0.4,Medium,0.61,0.41,0.64,0.47,0.49,0.74,0.61,0.08,0.07,0.31
Lawyer,69426,26,PhD,0.28,1.15,0.38,Medium,0.7,0.77,0.12,0.65,0.96,0.19,0.91,0.61,0.59,0.05
Lawyer,69801,0,Bachelor's,0.48,1.22,0.62,Medium,0.52,0.26,0.14,0.16,0.87,0.12,0.38,0.33,0.87,0.48
Lawyer,102904,1,High School,0.74,1.35,0.34,Medium,0.25,0.14,0.46,0.72,0.17,0.13,0.61,0.23,0.48,0.05
Customer Support,72020,6,Bachelor's,0.54,1.15,0.77,High,0.28,0.8,0.72,0.58,0.63,0.09,0.86,0.77,0.59,0.92
Lawyer,59362,18,Master's,0.27,0.8,0.65,Medium,0.65,0.8,0.29,1.0,0.14,0.96,0.9,0.55,0.59,0.78
Security Guard,113366,20,Master's,0.53,1.4,0.72,High,0.91,0.73,0.77,0.06,0.19,0.93,0.12,0.63,0.78,0.23
AI Engineer,114142,21,PhD,0.62,1.35,0.11,Low,0.44,0.62,0.92,0.02,0.21,0.23,0.33,0.28,0.59,0.89
Marketing Manager,94197,3,Bachelor's,0.24,1.36,0.55,Medium,0.22,0.36,0.79,0.74,0.58,0.14,0.8,0.31,0.77,0.65
Financial Analyst,73518,2,High School,0.21,0.63,0.4,Medium,0.16,0.62,0.6,0.59,0.64,0.81,0.91,0.23,0.59,0.08
Mechanic,138460,20,Bachelor's,0.65,0.99,0.6,Medium,0.43,0.13,0.87,0.08,0.19,0.28,1.0,0.42,0.5,0.77
Marketing Manager,38628,18,PhD,0.49,1.47,0.62,Medium,0.4,0.38,0.93,0.68,0.62,0.76,0.56,0.16,0.32,0.56
Software Engineer,72353,14,Master's,0.44,1.26,0.37,Medium,0.06,0.84,0.62,0.18,0.81,0.66,0.33,0.38,0.16,0.84
Lawyer,47054,19,Master's,0.56,1.38,0.31,Medium,0.07,0.16,0.03,0.66,0.63,0.21,0.15,0.15,0.95,0.69
Data Scientist,73489,2,Master's,0.32,0.93,0.34,Medium,1.0,0.76,0.62,0.59,0.5,0.26,0.23,0.55,0.07,0.07
Retail Worker,127014,11,Master's,0.92,1.41,0.7,Medium,0.11,0.58,0.85,0.95,0.86,0.68,0.2,0.07,0.05,0.61
AI Engineer,138569,22,Master's,0.74,1.21,0.07,Low,0.91,0.52,0.9,0.9,0.2,0.38,0.13,0.77,0.5,0.93
Security Guard,134371,6,Bachelor's,0.69,1.49,0.87,High,0.07,0.59,0.18,0.03,0.33,0.27,0.79,0.37,0.73,0.02
Mechanic,77687,28,Bachelor's,0.03,0.72,0.45,Medium,0.61,0.99,0.35,0.06,0.19,0.9,0.7,0.79,0.12,0.13
Truck Driver,40128,23,Master's,0.86,0.71,0.86,High,0.52,0.54,0.2,0.64,0.04,0.99,0.03,0.05,0.32,0.83
Research Scientist,105505,12,Bachelor's,0.47,0.52,0.07,Low,0.61,0.19,0.69,0.79,0.85,0.13,0.46,0.95,0.77,0.12
Customer Support,37109,19,High School,0.05,1.21,0.91,High,0.7,0.64,0.25,0.49,0.72,0.19,0.48,0.12,0.53,0.57
Financial Analyst,97672,7,Bachelor's,0.47,1.09,0.7,Medium,0.62,0.75,0.19,0.53,0.01,0.03,0.32,0.47,0.58,0.89
Mechanic,149593,19,High School,0.3,1.24,0.52,Medium,0.78,0.41,0.09,0.62,0.56,0.95,0.16,0.66,0.47,0.38
AI Engineer,81108,6,Master's,0.48,0.9,0.17,Low,0.94,0.66,0.29,0.17,0.42,0.45,0.6,0.27,0.77,0.1
Graphic Designer,77197,3,Bachelor's,0.83,1.39,0.61,Medium,0.58,0.57,0.47,0.23,0.38,0.99,0.15,0.54,0.87,0.45
Customer Support,113499,6,Master's,0.17,0.93,0.94,High,0.09,0.59,0.92,0.95,0.85,0.86,0.65,0.22,0.73,0.98
Truck Driver,133462,6,Master's,0.26,1.07,0.87,High,0.21,0.72,0.59,0.61,0.31,0.16,0.62,0.59,0.34,0.3
HR Specialist,96393,13,Master's,0.49,1.47,0.61,Medium,0.85,0.51,0.53,0.2,0.72,0.42,0.74,0.41,0.11,0.17
Construction Worker,99226,11,High School,0.26,0.76,0.93,High,0.66,0.11,0.14,0.27,0.59,0.75,0.27,0.87,0.11,0.21
Construction Worker,55483,1,Bachelor's,0.13,1.39,0.88,High,0.07,0.48,0.52,0.93,0.42,0.45,0.11,0.64,0.21,0.08
UX Researcher,35499,27,Master's,0.27,0.64,0.58,Medium,0.82,0.06,0.11,0.09,0.05,0.66,0.59,0.66,0.51,0.82
Retail Worker,59737,15,Bachelor's,0.92,0.99,0.9,High,0.41,0.44,0.85,0.11,0.56,0.73,0.75,0.59,0.45,0.26
Retail Worker,40364,0,Master's,0.37,1.3,0.71,High,0.23,0.35,0.67,0.32,0.04,0.17,0.26,0.18,0.2,0.77
UX Researcher,97954,20,Master's,0.41,1.47,0.48,Medium,0.93,0.3,0.4,0.4,0.55,0.58,0.25,0.79,0.5,0.01
Customer Support,36534,24,High School,0.8,0.75,0.71,High,0.81,0.98,0.08,0.94,0.36,0.94,0.65,0.89,0.79,0.03
Research Scientist,85012,4,Master's,0.53,0.63,0.17,Low,0.95,0.29,0.49,0.38,0.63,0.19,0.26,0.86,0.81,0.79
Construction Worker,94712,25,High School,0.46,1.23,0.8,High,0.1,0.39,0.16,0.39,0.3,0.6,0.36,0.71,0.51,0.92
Teacher,124580,12,Bachelor's,0.69,1.17,0.29,Low,0.37,0.31,0.17,0.27,0.5,0.84,0.28,0.16,0.27,0.1
UX Researcher,89151,8,PhD,0.08,0.86,0.5,Medium,0.43,0.28,0.29,0.63,0.72,0.58,0.98,0.94,0.1,0.26
Data Scientist,100529,26,Bachelor's,0.03,1.09,0.68,Medium,0.68,0.09,0.75,0.38,0.92,0.29,0.47,0.75,0.26,0.18
Retail Worker,127054,27,Master's,0.49,1.43,0.77,High,0.04,0.62,0.06,0.51,0.38,0.48,0.16,0.09,0.75,0.25
AI Engineer,68899,11,Bachelor's,0.76,0.7,0.28,Low,0.16,0.8,0.42,0.18,0.94,0.96,0.51,0.47,0.9,0.6
Chef,102564,14,High School,0.43,1.34,0.64,Medium,0.94,0.29,0.68,0.07,0.73,0.56,0.25,0.65,0.14,0.33
HR Specialist,47928,17,High School,0.78,0.81,0.32,Medium,0.18,0.61,0.02,0.79,0.9,0.5,0.71,0.46,0.31,0.16
Security Guard,48560,21,PhD,0.93,1.39,0.93,High,0.97,0.17,0.15,0.43,0.69,0.44,0.89,0.72,0.63,0.07
Truck Driver,81290,20,PhD,0.43,1.48,0.78,High,0.63,0.99,0.26,0.17,0.55,0.55,0.92,0.03,0.41,0.31
Customer Support,63897,4,High School,0.03,1.33,0.79,High,0.25,0.58,0.7,0.81,0.35,0.81,0.46,0.1,0.85,0.55
Software Engineer,124752,29,PhD,0.94,1.06,0.3,Low,0.87,0.28,0.5,0.2,0.3,0.69,0.43,0.63,0.82,0.34
Software Engineer,78008,19,Bachelor's,0.78,1.22,0.52,Medium,0.38,0.41,0.43,0.35,0.7,0.13,0.97,0.78,0.3,0.04
Truck Driver,75018,16,High School,0.55,0.93,0.83,High,0.66,0.99,0.78,0.54,0.77,0.48,0.31,0.26,0.4,0.0
Doctor,94407,11,PhD,0.13,1.46,0.07,Low,0.5,0.92,0.61,0.5,0.74,0.35,0.19,0.85,0.06,0.81
AI Engineer,43096,26,PhD,0.63,0.98,0.3,Low,0.39,0.96,0.4,0.68,0.64,0.09,0.74,0.21,0.39,0.78
Research Scientist,65504,14,Master's,0.56,1.02,0.18,Low,0.82,0.99,0.63,0.38,0.22,0.2,0.86,0.99,0.7,0.96
Lawyer,115692,16,High School,0.63,1.01,0.49,Medium,0.63,0.31,0.64,0.67,0.84,0.73,0.32,0.45,0.12,0.26
Truck Driver,72971,9,High School,0.1,1.07,0.8,High,0.03,0.43,0.28,0.07,0.29,0.29,0.36,0.37,0.43,0.09
Doctor,75456,27,Master's,0.88,1.49,0.14,Low,0.95,0.76,0.17,0.05,0.21,0.78,0.63,0.22,0.74,0.14
Marketing Manager,42929,12,High School,0.79,1.47,0.36,Medium,0.91,0.34,0.42,0.47,0.63,0.99,0.6,0.93,0.26,0.4
HR Specialist,87735,6,PhD,0.32,1.48,0.59,Medium,0.48,0.75,0.47,0.02,0.54,0.63,0.98,0.04,0.51,0.1
Chef,69029,23,High School,0.61,0.73,0.6,Medium,0.51,0.22,0.49,0.0,0.86,0.01,0.01,0.61,0.97,0.86
UX Researcher,50387,18,Master's,0.2,1.13,0.63,Medium,0.36,0.43,0.12,0.15,0.57,0.1,0.2,0.23,0.44,0.05
Customer Support,94918,29,PhD,0.93,0.52,0.86,High,0.84,0.31,0.13,0.04,0.64,0.55,0.23,0.83,0.74,0.28
Graphic Designer,56154,26,PhD,0.24,1.18,0.35,Medium,0.69,0.24,0.57,0.17,0.73,0.06,0.17,0.18,0.04,0.75
Retail Worker,141634,0,PhD,0.78,1.36,0.7,Medium,0.12,0.56,0.98,0.66,0.37,0.15,0.15,0.36,0.71,0.03
Construction Worker,50377,0,PhD,0.94,1.39,0.93,High,0.02,0.98,0.37,0.87,0.19,0.45,0.04,0.04,0.94,0.81
Lawyer,74516,10,High School,0.53,1.25,0.44,Medium,0.76,0.49,0.64,0.96,0.47,0.42,0.91,0.9,0.99,0.55
HR Specialist,129895,29,High School,0.24,0.53,0.59,Medium,0.23,0.61,0.92,0.95,0.0,0.32,0.84,0.54,0.81,0.85
Mechanic,41329,24,Bachelor's,0.33,0.72,0.68,Medium,0.31,0.34,0.9,0.14,0.58,0.78,0.27,0.84,0.77,0.49
Truck Driver,40013,21,High School,0.97,1.12,0.83,High,0.89,0.42,0.56,0.86,0.39,0.77,0.26,0.7,0.51,0.16
Financial Analyst,120777,5,Bachelor's,0.28,1.43,0.66,Medium,0.51,0.26,0.1,0.16,0.52,0.31,0.04,0.46,0.75,0.89
Graphic Designer,107011,24,Master's,0.72,0.86,0.5,Medium,0.73,0.73,0.42,0.54,0.92,0.63,0.64,0.78,0.12,0.52
Mechanic,116377,6,PhD,0.36,0.79,0.54,Medium,0.22,0.56,0.16,0.58,0.6,0.42,0.38,0.25,0.33,0.5
Software Engineer,67630,25,High School,0.78,1.21,0.41,Medium,0.1,0.0,0.6,0.21,0.01,0.36,0.96,0.69,0.86,0.14
Doctor,96360,15,Master's,0.66,0.8,0.07,Low,0.37,0.4,0.27,0.22,0.36,0.64,0.95,0.7,0.78,0.31
Nurse,103850,7,Master's,0.29,0.9,0.22,Low,0.94,0.81,0.27,0.82,0.41,0.18,0.46,0.56,0.76,0.35
AI Engineer,117133,23,High School,0.09,0.61,0.29,Low,0.95,0.97,0.3,0.19,0.98,0.99,0.08,0.75,0.29,0.91
Nurse,125065,13,Master's,0.89,0.5,0.18,Low,0.34,0.43,0.43,0.65,0.02,0.69,0.02,0.19,0.61,0.09
Security Guard,147600,8,Master's,0.19,0.92,0.82,High,0.5,0.52,0.22,0.52,0.48,0.21,0.99,0.87,0.89,0.69
Software Engineer,96333,15,Master's,0.82,0.54,0.5,Medium,0.4,0.21,0.38,0.98,0.72,0.3,0.61,0.25,0.61,0.9
Mechanic,126847,29,High School,0.73,0.95,0.51,Medium,0.7,0.81,0.66,0.98,0.82,0.78,0.85,0.28,0.43,0.56
Truck Driver,92244,20,PhD,0.85,0.53,0.75,High,0.88,0.06,0.23,0.35,0.75,0.56,0.95,0.23,0.87,0.28
Doctor,93810,28,High School,0.5,0.57,0.15,Low,0.36,0.16,0.86,0.39,0.98,0.9,0.19,0.51,0.6,0.82
AI Engineer,127211,12,PhD,0.62,0.54,0.17,Low,0.88,0.71,0.87,0.67,0.04,0.97,0.92,0.13,0.11,0.54
Mechanic,35455,12,High School,0.38,0.64,0.5,Medium,0.34,0.35,0.64,0.89,0.56,0.69,0.66,0.55,0.31,0.38
Retail Worker,37289,16,Master's,0.95,1.38,0.73,High,0.06,0.87,0.61,0.3,0.56,0.22,0.95,0.83,0.96,0.19
Customer Support,81428,5,Master's,0.56,0.82,0.82,High,0.94,0.69,0.36,1.0,0.35,0.81,0.78,0.72,0.67,0.11
Mechanic,123890,22,Master's,0.16,1.1,0.4,Medium,0.17,0.56,0.84,0.38,0.08,0.62,0.77,0.3,0.69,0.08
Graphic Designer,67422,2,PhD,0.47,1.28,0.44,Medium,0.45,0.63,0.62,0.52,0.33,0.67,0.84,0.15,0.34,0.67
Financial Analyst,62947,12,Bachelor's,0.22,0.72,0.35,Medium,0.65,0.75,0.68,0.92,0.15,0.32,0.34,0.23,0.14,0.49
Security Guard,149554,3,High School,0.26,1.29,0.93,High,0.88,0.72,0.17,0.37,0.05,0.64,0.45,0.57,0.98,0.4
AI Engineer,66497,8,High School,0.15,0.64,0.18,Low,0.75,0.56,0.87,0.32,0.6,0.66,0.28,0.4,0.59,0.02
Software Engineer,91140,6,Master's,0.11,0.55,0.39,Medium,0.5,0.33,0.44,0.08,0.23,0.1,0.23,0.7,0.58,0.33
Graphic Designer,147342,14,High School,1.0,1.27,0.63,Medium,0.03,0.06,0.71,0.19,0.43,0.18,0.18,0.11,0.59,0.74
Research Scientist,119647,23,Bachelor's,0.28,1.16,0.15,Low,0.7,0.76,0.03,0.38,0.73,0.38,0.01,0.34,0.87,0.95
Customer Support,31234,28,High School,0.31,0.97,0.76,High,0.17,0.49,0.74,0.22,0.91,0.17,0.56,0.78,0.21,0.3
Retail Worker,34677,0,Master's,0.94,0.99,0.72,High,0.83,0.57,0.06,0.45,0.43,0.15,0.42,0.28,0.7,0.01
Data Scientist,125288,8,Master's,0.92,0.93,0.37,Medium,0.79,0.85,0.21,0.71,0.62,0.75,0.79,0.66,0.96,0.86
Security Guard,77540,13,PhD,0.55,1.25,0.85,High,0.04,0.21,0.08,0.11,0.02,0.42,0.18,0.86,0.75,0.57
Mechanic,62953,29,High School,0.26,0.97,0.56,Medium,0.78,0.08,0.71,0.74,0.56,0.21,0.54,0.5,0.48,0.46
Retail Worker,99754,1,Master's,0.18,0.6,0.76,High,0.26,0.25,0.21,0.74,0.82,0.33,0.31,0.84,0.62,0.29
Financial Analyst,114865,26,High School,0.34,1.09,0.7,Medium,0.3,0.93,0.32,0.54,0.46,0.78,0.06,0.63,0.76,0.47
Retail Worker,59904,9,Bachelor's,0.24,1.18,0.92,High,0.42,0.56,0.23,0.41,0.34,0.66,0.98,0.81,0.19,0.58
Chef,53473,25,Master's,0.25,0.67,0.43,Medium,0.68,0.5,0.93,0.21,0.36,0.33,0.24,0.99,0.39,0.94
Construction Worker,34564,0,Bachelor's,0.2,0.62,0.91,High,0.03,0.96,0.42,0.25,0.62,0.13,0.07,0.83,0.42,0.52
HR Specialist,128259,26,Master's,0.37,1.01,0.61,Medium,0.5,0.78,0.12,0.06,0.16,0.77,0.76,0.14,0.03,0.69
Graphic Designer,144486,28,Master's,0.75,0.7,0.53,Medium,0.76,0.26,0.53,0.31,0.23,0.97,0.91,0.45,0.14,0.73
Data Scientist,136766,3,Master's,0.17,0.88,0.51,Medium,0.1,0.57,0.02,0.89,0.92,0.73,0.47,0.25,0.74,0.93
Chef,139097,23,Bachelor's,0.47,0.82,0.44,Medium,0.41,0.95,0.26,0.49,0.95,0.48,0.86,0.06,0.95,0.19
Customer Support,97004,8,Bachelor's,0.18,0.94,0.78,High,0.43,0.25,0.97,0.31,0.65,0.14,0.82,0.54,0.98,0.42
Construction Worker,87143,25,Bachelor's,0.35,1.24,0.86,High,0.78,0.07,0.58,0.93,0.11,0.09,0.72,0.32,0.66,0.55
Research Scientist,86668,20,Bachelor's,0.89,1.18,0.12,Low,0.26,0.88,0.59,0.79,0.45,0.1,0.33,0.16,0.78,0.7
Chef,45027,5,Bachelor's,0.43,1.21,0.43,Medium,0.71,0.55,0.25,0.67,0.88,0.31,0.81,0.34,0.82,0.05
Marketing Manager,86546,8,Bachelor's,0.11,1.37,0.51,Medium,0.59,0.84,0.05,0.39,0.64,0.4,0.03,0.65,0.39,0.02
Chef,101621,7,Master's,0.22,1.01,0.37,Medium,0.36,0.75,0.81,0.8,0.7,0.54,0.55,0.95,0.88,0.65
Graphic Designer,114191,24,PhD,0.73,0.56,0.68,Medium,0.55,0.5,0.29,0.0,0.06,0.26,0.54,0.08,0.97,0.41
Teacher,41918,24,High School,0.53,0.56,0.26,Low,0.46,0.18,0.16,0.36,0.57,0.42,0.6,0.71,0.75,0.4
Customer Support,130213,10,PhD,0.14,1.01,0.72,High,0.24,0.58,0.74,0.1,0.21,0.99,0.34,0.28,0.09,0.69
Chef,88561,22,Master's,0.16,1.13,0.51,Medium,0.56,0.99,0.03,0.91,0.84,0.42,0.88,0.65,0.89,0.59
Research Scientist,132013,1,High School,0.58,0.68,0.09,Low,0.65,0.95,0.59,0.8,0.17,0.65,0.73,0.04,0.1,0.78
Security Guard,67010,19,Bachelor's,0.41,1.42,0.95,High,0.76,0.79,0.21,0.19,0.98,0.7,0.69,0.29,0.89,0.04
Marketing Manager,131807,7,Master's,0.18,1.21,0.59,Medium,0.53,0.01,0.87,0.96,0.2,0.84,0.97,0.33,0.19,0.98
Graphic Designer,117563,2,High School,0.28,1.24,0.55,Medium,0.68,0.71,0.69,0.34,0.31,0.43,0.81,0.94,0.46,0.09
Nurse,51798,0,PhD,0.08,0.66,0.27,Low,0.55,0.35,0.93,0.96,0.33,0.87,0.68,0.27,0.94,0.06
Data Scientist,73701,25,Master's,0.4,1.19,0.32,Medium,0.89,0.66,0.28,0.66,0.54,0.34,0.03,0.55,0.08,0.81
Graphic Designer,135959,29,High School,0.43,0.93,0.52,Medium,0.04,0.2,0.2,0.6,0.26,0.14,0.02,0.84,0.97,0.7
Mechanic,129721,14,Master's,0.12,0.98,0.48,Medium,0.42,0.38,0.5,0.07,0.04,0.06,0.2,0.28,0.17,0.25
Nurse,98132,29,High School,0.15,0.79,0.15,Low,0.74,0.96,0.92,0.48,0.46,0.13,0.97,0.76,0.85,0.23
HR Specialist,132945,5,Master's,0.1,1.44,0.41,Medium,0.6,0.15,0.8,0.19,0.81,0.4,0.58,0.27,0.88,0.76
Graphic Designer,141318,10,High School,0.59,0.63,0.36,Medium,0.53,0.64,0.56,0.56,0.74,0.9,0.39,0.54,0.89,0.46
Chef,114005,26,PhD,0.77,1.38,0.6,Medium,0.1,0.46,0.21,0.32,0.47,0.22,0.52,0.64,0.87,0.21
Data Scientist,107974,6,Bachelor's,0.41,0.72,0.43,Medium,0.88,0.14,0.44,0.31,0.08,0.1,0.78,0.85,0.74,0.54
Teacher,96214,27,Master's,0.15,1.28,0.16,Low,0.75,0.23,0.83,0.57,0.01,0.52,0.31,0.06,0.45,0.31
Research Scientist,89876,10,Master's,0.35,0.68,0.12,Low,0.12,0.08,0.91,0.9,0.83,0.23,0.73,0.59,0.05,0.9
Graphic Designer,144947,14,Master's,0.71,0.73,0.52,Medium,0.11,0.3,0.72,0.3,0.15,0.01,0.57,0.97,0.48,0.21
Marketing Manager,129590,18,Master's,0.6,1.3,0.48,Medium,0.17,0.19,0.9,0.24,0.73,0.27,0.72,0.08,0.21,0.41
AI Engineer,147129,29,PhD,0.35,1.07,0.13,Low,0.68,0.51,0.71,0.43,0.88,0.38,0.31,0.56,0.51,0.52
Nurse,107417,7,High School,0.59,1.39,0.2,Low,0.02,0.87,0.84,0.05,0.13,0.56,0.04,0.41,0.98,0.17
Mechanic,75631,9,Bachelor's,0.68,0.54,0.63,Medium,0.2,0.53,0.25,0.66,0.59,0.95,0.45,0.87,0.58,0.91
Marketing Manager,85753,3,High School,0.55,0.89,0.33,Medium,0.57,0.79,0.56,0.28,0.26,0.24,0.98,0.4,0.32,0.42
HR Specialist,91138,28,Bachelor's,0.2,1.01,0.62,Medium,0.88,0.87,0.94,0.13,0.04,0.11,0.6,0.56,0.67,0.37
Customer Support,106258,19,PhD,0.55,0.58,0.9,High,0.92,0.39,0.74,0.55,0.24,0.07,0.25,0.6,0.04,0.84
Nurse,140514,10,Bachelor's,0.9,1.26,0.26,Low,0.6,0.89,0.5,0.99,0.1,0.81,0.64,0.58,0.73,0.84
Truck Driver,47762,5,Bachelor's,0.38,1.33,0.74,High,0.14,0.65,0.91,0.11,0.59,0.08,0.81,0.91,0.63,0.69
Data Scientist,101060,4,Master's,0.07,0.68,0.41,Medium,0.76,0.44,0.08,0.85,0.99,0.46,0.51,0.08,0.38,0.37
Software Engineer,37361,7,PhD,0.66,1.28,0.35,Medium,0.42,0.19,0.86,0.15,0.44,0.05,0.63,0.48,0.5,0.1
Retail Worker,47736,22,Master's,0.56,1.46,0.71,High,0.92,0.48,0.21,0.67,0.52,0.23,0.63,0.47,0.69,0.69
Graphic Designer,57814,1,PhD,0.39,0.56,0.5,Medium,0.24,0.05,0.33,0.09,0.58,0.5,0.79,0.27,0.37,0.69
Software Engineer,135636,22,High School,0.9,1.02,0.57,Medium,0.53,0.43,0.6,0.39,0.28,0.71,0.87,0.29,0.71,0.43
Lawyer,124697,12,Bachelor's,0.62,1.44,0.44,Medium,0.76,0.31,0.8,0.76,0.77,1.0,0.14,0.39,0.63,0.59
Security Guard,132887,9,Master's,0.05,1.21,0.88,High,0.06,0.54,0.24,0.8,0.05,0.15,0.1,0.07,0.6,0.87
Graphic Designer,104336,21,Master's,0.21,0.84,0.44,Medium,0.45,0.42,0.67,0.34,0.66,0.55,0.05,0.92,0.18,0.45
Security Guard,143398,11,High School,0.25,0.52,0.82,High,0.22,0.58,0.82,0.51,0.65,0.67,0.82,0.69,0.98,0.46
Graphic Designer,143546,8,Master's,0.39,1.34,0.35,Medium,0.74,0.54,0.9,0.73,0.66,0.89,0.91,0.38,0.93,0.05
Retail Worker,132676,23,Master's,0.34,0.99,0.91,High,0.64,0.46,0.16,0.94,0.33,0.1,0.56,0.41,0.59,0.23
Mechanic,54569,29,PhD,0.38,0.67,0.61,Medium,0.99,0.28,0.92,0.13,0.95,0.75,0.35,0.3,0.64,0.59
